wavelength	W/(nm·m2)
3106	0.0005550166378788675
3107	0.000489035279340647
3108	0.0005987346018629931
3109	0.0007592432829235595
3110	0.00084569
3111	0.0007849730478712627
3112	0.0007110691905214735
3113	0.0008097248092360532
3114	0.001266686285300422
3115	0.0022677
3116	0.003901592530636083
3117	0.005869511238573459
3118	0.007775683681192794
3119	0.009224337415874754
3120	0.009819700000000001
3121	0.009301069309584411
3122	0.007948024495184693
3123	0.006175215025992773
3124	0.004397290371200568
3125	0.0030289
3126	0.00239604303102628
3127	0.002470117180687769
3128	0.003133869814836117
3129	0.004270048299322978
3130	0.0057614
3131	0.007466704966310472
3132	0.009148873982064232
3133	0.01054685051466276
3134	0.01139957803150752
3135	0.011446
3136	0.01052808030373183
3137	0.008899864491055303
3138	0.006918418526512857
3139	0.004940808374646941
3140	0.0033241
3141	0.002346161818762198
3142	0.001968072053714557
3143	0.002071711379285818
3144	0.002538960469904719
3145	0.0032517
3146	0.004094297221219378
3147	0.004961065694086469
3148	0.005748805556343874
3149	0.006354316945734186
3150	0.0066744
3151	0.006647896496360294
3152	0.006381814769939563
3153	0.006025204795338687
3154	0.005727116547158541
3155	0.0056366
3156	0.005868446393339447
3157	0.006400412026155274
3158	0.007175994462301376
3159	0.008138691265631652
3160	0.009232000000000001
3161	0.01039411313028192
3162	0.01154200272543935
3163	0.01258733575545581
3164	0.01344177919031485
3165	0.014017
3166	0.01424788828553287
3167	0.01416222667208734
3168	0.01381102091587538
3169	0.01324527677310895
3170	0.012516
3171	0.01168242332758661
3172	0.01083668738621128
3173	0.01007915978104266
3174	0.009510208117249357
3175	0.009230199999999999
3176	0.009299053604120701
3177	0.009614889383067511
3178	0.01003537835995397
3179	0.01041819155789362
3180	0.010621
3181	0.01053450545593059
3182	0.01018153268151867
3183	0.00961793717914145
3184	0.008899574451176154
3185	0.008082300000000001
3186	0.007220142172156934
3187	0.006359820690857814
3188	0.005546228123480227
3189	0.00482425703740176
3190	0.0042388
3191	0.003816847455441674
3192	0.003513781355050076
3193	0.003267081526937642
3194	0.003014227799216804
3195	0.0026927
3196	0.002260551446076369
3197	0.001758129408941881
3198	0.001246354648769207
3199	0.0007861479257310218
3200	0.00043843
3201	0.0002464442802528478
3202	0.0001827247691824018
3203	0.0002021281179855323
3204	0.0002595109778591084
3205	0.00030973
3206	0.0003177457529122396
3207	0.0002889344743285119
3208	0.0002387763192886643
3209	0.0001827514428325445
3210	0.00013634
3211	0.0001142799880981939
3212	0.0001283407735035507
3213	0.0001895495648598105
3214	0.0003089335708107137
3215	0.00049752
3216	0.0007562917346949851
3217	0.001046054351657286
3218	0.001317569101272093
3219	0.001521597233924601
3220	0.0016089
3221	0.001543259233121866
3222	0.001340539099867307
3223	0.001029624350051816
3224	0.0006393997334908826
3225	0.00019875
3226	-0.000246714427182449
3227	-0.0005844804311265149
3228	-0.0006853092214793561
3229	-0.0004199620078881314
3230	0.0003408
3231	0.00165577407560793
3232	0.003301991424638751
3233	0.004986041735865607
3234	0.006414514698061644
3235	0.007294
3236	0.007415560524750729
3237	0.006908151932571509
3238	0.005985203078016924
3239	0.00486014281564156
3240	0.0037464
3241	0.002816736545389153
3242	0.002081246605075213
3243	0.001509357392066696
3244	0.00107049611937212
3245	0.00073409
3246	0.0004942691336926591
3247	0.0004439751671276402
3248	0.0007008526337162915
3249	0.001382546066869962
3250	0.0026067
3251	0.004402605879840212
3252	0.006446142806414228
3253	0.008324836793068138
3254	0.009626213853148033
3255	0.0099378
3256	0.008999221426946499
3257	0.007158505047215451
3258	0.004915777954011157
3259	0.002771167240537908
3260	0.0012248
3261	0.0006366068123738013
3262	0.0008057322047239693
3263	0.001391124190887237
3264	0.002051730784700337
3265	0.0024465
3266	0.0023361609235583
3267	0.001888566933888672
3268	0.001373352482439894
3269	0.001060152020660745
3270	0.0012186
3271	0.002017560693393001
3272	0.003222817659721343
3273	0.004499384279353183
3274	0.005512273932656684
3275	0.0059265
3276	0.005531645902869697
3277	0.004615575227225957
3278	0.00359072160014737
3279	0.002869518648712522
3280	0.0028644
3281	0.003852701295128211
3282	0.005571366231374827
3283	0.007622240520057335
3284	0.009607169872493231
3285	0.011128
3286	0.01187395131661746
3287	0.01188374304727474
3288	0.01128346911962328
3289	0.01019922346131456
3290	0.0087571
3291	0.007088247038401949
3292	0.005344030379526225
3293	0.003680870201449526
3294	0.002255186682248552
3295	0.0012234
3296	0.0006965845297747443
3297	0.0006044314346203627
3298	0.0008312860745786087
3299	0.001261493809691237
3300	0.0017794
3301	0.002287790842499074
3302	0.002763215881992324
3303	0.003200665500236037
3304	0.0035951300789865
3305	0.0039416
3306	0.004228224100228959
3307	0.004415785037410341
3308	0.004458223924477244
3309	0.004309481874362763
3310	0.0039235
3311	0.003279765020585089
3312	0.002459946080366312
3313	0.001571257929854992
3314	0.0007209153195624473
3315	1.6133e-05
3316	-0.0004548195185693133
3317	-0.0006794536868755895
3318	-0.000664226195897209
3319	-0.0004155937366125522
3320	5.9987e-05
3321	0.0007392798776921646
3322	0.001531930979136045
3323	0.002330806941733844
3324	0.003028774402887761
3325	0.0035187
3326	0.003737958911800655
3327	0.003801960482331408
3328	0.003870622596961833
3329	0.004103863141061505
3330	0.0046616
3331	0.005632987419105214
3332	0.006824125083538324
3333	0.007970349038418827
3334	0.008806995328866219
3335	0.0090694
3336	0.00858054421177849
3337	0.007513989583515297
3338	0.006130942849362861
3339	0.004692610743473618
3340	0.0034602
3341	0.002647010133780834
3342	0.00227471178240049
3343	0.002317068364129731
3344	0.002747843297239314
3345	0.0035408
3346	0.004637763253098178
3347	0.005852803286882743
3348	0.006968051694118219
3349	0.007765640067569131
3350	0.0080277
3351	0.007615972053826456
3352	0.006710632670068538
3353	0.005571467259397393
3354	0.004458261232484166
3355	0.0036308
3356	0.003287813331595999
3357	0.003383808432843102
3358	0.003812236868292205
3359	0.004466550202494205
3360	0.0052402
3361	0.006026809019789548
3362	0.006720684798559055
3363	0.007216306067433787
3364	0.007408151557539013
3365	0.0071907
3366	0.00651977538924581
3367	0.005596582772920682
3368	0.004683672461972649
3369	0.004043594767349744
3370	0.0039389
3371	0.004534703023227213
3372	0.00560637690975822
3373	0.006831859284675619
3374	0.007889087773062013
3375	0.008456
3376	0.008310116517845342
3377	0.007627289588046443
3378	0.006682954399324875
3379	0.005752546140402205
3380	0.0051115
3381	0.004968072505391424
3382	0.005261805538056008
3383	0.005865062318024881
3384	0.006650206065329171
3385	0.0074896
3386	0.008270184660588964
3387	0.008937209859729522
3388	0.009450502728575599
3389	0.009769890398281115
3390	0.0098552
3391	0.009699714452252718
3392	0.009430539823025901
3393	0.009208237967672724
3394	0.009193370741546369
3395	0.009546499999999999
3396	0.01034864553040016
3397	0.01136265884816687
3398	0.01227184940073349
3399	0.01275952663553341
3400	0.012509
3401	0.01132646102614662
3402	0.009509629584306614
3403	0.007479107629393294
3404	0.005655497116319981
3405	0.0044594
3406	0.00418715836501334
3407	0.00463807481460667
3408	0.005487192081693331
3409	0.006409552899186662
3410	0.0070802
3411	0.007270121513800017
3412	0.007134087157266704
3413	0.006922812043833382
3414	0.006887011286933375
3415	0.0072774
3416	0.008254835579786594
3417	0.009620744556326513
3418	0.01108669574297314
3419	0.01236425795307984
3420	0.013165
3421	0.01328116816705362
3422	0.01282771861742724
3423	0.01200028498427405
3424	0.01099450090074725
3425	0.010006
3426	0.009202570151998948
3427	0.008640616173964531
3428	0.008348697119930639
3429	0.008355372043931166
3430	0.008689199999999999
3431	0.009341042424950593
3432	0.01015097028671464
3433	0.01092135693600339
3434	0.01145457572352809
3435	0.011553
3436	0.01109443134819868
3437	0.01025838427917692
3438	0.009299801536055818
3439	0.008473625861956479
3440	0.0080348
3441	0.008164219382254694
3442	0.00874659019657769
3443	0.009592571319773344
3444	0.010512821628646
3445	0.011318
3446	0.01185206232278255
3447	0.01209215253451232
3448	0.0120487115848508
3449	0.01173218042345953
3450	0.011153
3451	0.01035062012661509
3452	0.009480526065373036
3453	0.008727211940823442
3454	0.008275171877515898
3455	0.008308899999999999
3456	0.008935359570757093
3457	0.009951390403995534
3458	0.01107630145185543
3459	0.01202940166647688
3460	0.01253
3461	0.01238857839035654
3462	0.01178031071864483
3463	0.01097154385175485
3464	0.01022862465657658
3465	0.009817899999999999
3466	0.00992727406781675
3467	0.01043088032142515
3468	0.01112440954112517
3469	0.01180355250721679
3470	0.012264
3471	0.01235590693837646
3472	0.01214728479565459
3473	0.01176060918374449
3474	0.01131835571455626
3475	0.010943
3476	0.0107319589786774
3477	0.01068241489595649
3478	0.01076649132389688
3479	0.01095631183455818
3480	0.011224
3481	0.01153639314691392
3482	0.01183918362051943
3483	0.01207277752066798
3484	0.01217758094721102
3485	0.012094
3486	0.0117916764336669
3487	0.01135719462196578
3488	0.0109063745934312
3489	0.01055503637659775
3490	0.010419
3491	0.01057602911841847
3492	0.01095166189161746
3493	0.01143338010560721
3494	0.01190866554639798
3495	0.012265
3496	0.01241860709265922
3497	0.01240067781156438
3498	0.01227114498413994
3499	0.01208994143781033
3500	0.011917
3501	0.01180053451094466
3502	0.01174188286212501
3503	0.01173066395783304
3504	0.01175649670236071
3505	0.011809
3506	0.01187663086356216
3507	0.01194319873993557
3508	0.01199135118452791
3509	0.01200373575274683
3510	0.011963
3511	0.0118609020348067
3512	0.01172564217813268
3513	0.01159453130405532
3514	0.01150488028665196
3515	0.011494
3516	0.01158476099721104
3517	0.01174227254753369
3518	0.01191720359925083
3519	0.01206022310064531
3520	0.012122
3521	0.01206874197634915
3522	0.01192881163173255
3523	0.01174611029894137
3524	0.0115645393107668
3525	0.011428
3526	0.01136575109739237
3527	0.01134848092553612
3528	0.01133223520498369
3529	0.01127305965628751
3530	0.011127
3531	0.01086530643408138
3532	0.01052004706612297
3533	0.01013849448112387
3534	0.009767921264083183
3535	0.0094556
3536	0.009237672766282106
3537	0.009105759609971989
3538	0.009040350070520819
3539	0.009021933687379767
3540	0.009031000000000001
3541	0.0090539385007902
3542	0.009100738493989074
3543	0.009187289236792852
3544	0.009329479986397753
3545	0.0095432
3546	0.009830715630557102
3547	0.01013980161407172
3548	0.01040460978230777
3549	0.01055929196702922
3550	0.010538
3551	0.01030345257698139
3552	0.009932635849724069
3553	0.009531102833976051
3554	0.009204406545485357
3555	0.009058099999999999
3556	0.009166282061517332
3557	0.009477234987032009
3558	0.009907786881788019
3559	0.01037476585102936
3560	0.010795
3561	0.01109785357694929
3562	0.0112628354021479
3563	0.01128199043887187
3564	0.01114736365039723
3565	0.010851
3566	0.01039832763068553
3567	0.009848307404376398
3568	0.009273283362724505
3569	0.00874559954738174
3570	0.008337600000000001
3571	0.008105784700308599
3572	0.008043277380346507
3573	0.008127357710230116
3574	0.008335305360075818
3575	0.0086444
3576	0.00902612236808008
3577	0.009428757474237576
3578	0.009794791396355033
3579	0.01006671021231499
3580	0.010187
3581	0.01011947542737108
3582	0.009913265522703187
3583	0.009638827904349754
3584	0.009366620190664214
3585	0.009167099999999999
3586	0.009092536722435592
3587	0.00912244683494967
3588	0.009218158586245948
3589	0.009341000225028151
3590	0.0094523
3591	0.009522888882886544
3592	0.009561608737498135
3593	0.009586804150666454
3594	0.009616819709223182
3595	0.00967
3596	0.009759382146018233
3597	0.009876773415057796
3598	0.01000867361108824
3599	0.01014158253807912
3600	0.010262
3601	0.01035766413304052
3602	0.01042126640227069
3603	0.01044673660498059
3604	0.01042800453846033
3605	0.010359
3606	0.01023710292181969
3607	0.01007349377585946
3608	0.009882803168989394
3609	0.009679661708079551
3610	0.0094787
3611	0.009298180179680737
3612	0.00917089049429147
3613	0.009133250719061833
3614	0.009221680629221466
3615	0.009472599999999999
3616	0.009899826759457367
3617	0.01042677144697466
3618	0.01095424275476327
3619	0.01138304937503459
3620	0.011614
3621	0.0115791815824898
3622	0.01133579411780988
3623	0.01097231586188507
3624	0.01057722507064018
3625	0.010239
3626	0.01002577811058345
3627	0.009924333681785805
3628	0.009901100197696435
3629	0.00992251114240471
3630	0.009955
3631	0.009974521975176402
3632	0.009995119155046896
3633	0.01004035534732919
3634	0.01013379435974099
3635	0.010299
3636	0.01054716598871095
3637	0.01084000569802662
3638	0.01112686241298681
3639	0.01135707941863134
3640	0.01148
3641	0.01146006206997982
3642	0.01132208205284664
3643	0.01110597100072357
3644	0.01085163996573366
3645	0.010599
3646	0.0103828817313698
3647	0.01021779409058681
3648	0.01011316558411892
3649	0.01007842471843402
3650	0.010123
3651	0.01024921900454099
3652	0.01043100558480612
3653	0.01063518266280075
3654	0.01082857316053025
3655	0.010978
3656	0.01105836225046624
3657	0.01107686357018872
3658	0.01104878376467809
3659	0.01098940263944497
3660	0.010914
3661	0.01083322799359406
3662	0.010739228134439
3663	0.01061951427848691
3664	0.01046160028168988
3665	0.010253
3666	0.009980328175157512
3667	0.009626603092055269
3668	0.009173943921374267
3669	0.008604469833795512
3670	0.007900300000000001
3671	0.007068316905775887
3672	0.006214456297339924
3673	0.005469417236016019
3674	0.004963898783128077
3675	0.0048286
3676	0.005146630601738942
3677	0.005810742918585034
3678	0.006666099934561655
3679	0.007557864633692186
3680	0.0083312
3681	0.008866755887268348
3682	0.00918712962831994
3683	0.009350405425737358
3684	0.009414667482103185
3685	0.009438
3686	0.009468235449187673
3687	0.009512199368135214
3688	0.009566465562488916
3689	0.009627607837895081
3690	0.0096922
3691	0.009758295915980961
3692	0.00982986969913921
3693	0.009912375524306974
3694	0.01001126756631649
3695	0.010132
3696	0.01027701768688848
3697	0.01043672823530795
3698	0.01059852994028319
3699	0.01074982109683894
3700	0.010878
3701	0.01097077573646511
3702	0.01101710055962897
3703	0.01100623751456028
3704	0.01092744964632773
3705	0.01077
3706	0.01053064736725108
3707	0.01023613352617615
3708	0.009920696001475679
3709	0.009618572317850139
3710	0.009364000000000001
3711	0.009184997994530564
3712	0.009084710935666426
3713	0.009060064879537005
3714	0.009107985882271723
3715	0.0092254
3716	0.009406263054626662
3717	0.009632649931158147
3718	0.009883665280376302
3719	0.01013841375306297
3720	0.010376
3721	0.01057651138696279
3722	0.01072396613970098
3723	0.01080336519895778
3724	0.01079970950547639
3725	0.010698
3726	0.01049185379752218
3727	0.01020935271003792
3728	0.009887194723792566
3729	0.009562077825031478
3730	0.0092707
3731	0.009041594222948493
3732	0.008870633420147342
3733	0.008745525505871947
3734	0.008653978394397702
3735	0.0085837
3736	0.00852822451068385
3737	0.00850439120937271
3738	0.008534865652719643
3739	0.008642313397377718
3740	0.0088494
3741	0.009164057334316104
3742	0.009535282542361818
3743	0.00989733908324948
3744	0.01018449041609143
3745	0.010331
3746	0.01029222855205174
3747	0.01010792582118002
3748	0.009838938814282439
3749	0.009546114538256569
3750	0.0092903
3751	0.00911870845747694
3752	0.009024018172918088
3753	0.008985273659620766
3754	0.008981519430882297
3755	0.008991799999999999
3756	0.008997904018040501
3757	0.008992596687147624
3758	0.008971387347234497
3759	0.008929785338214247
3760	0.008863299999999999
3761	0.008771838670361055
3762	0.008672900678491411
3763	0.00858838335144124
3764	0.008540184016260714
3765	0.008550200000000001
3766	0.008631403700515279
3767	0.008761067798886728
3768	0.008907540047000541
3769	0.009039168196742902
3770	0.0091243
3771	0.009141742527577839
3772	0.009112140125961676
3773	0.009066596460556599
3774	0.009036215196767682
3775	0.0090521
3776	0.009134638189173375
3777	0.009261351697266563
3778	0.009399046110773067
3779	0.00951452701618638
3780	0.009574600000000001
3781	0.009553512715728669
3782	0.009455281084972072
3783	0.009291363096351143
3784	0.009073216738486808
3785	0.0088123
3786	0.008523984547911955
3787	0.008239296762845148
3788	0.007993176703822364
3789	0.007820564429866388
3790	0.0077564
3791	0.007824295492623513
3792	0.008002551063647334
3793	0.0082581388883594
3794	0.008558031142047643
3795	0.008869200000000001
3796	0.009161985481593997
3797	0.009420198982565518
3798	0.009631019742740039
3799	0.009781627001943042
3800	0.0098592
3801	0.009855734581000508
3802	0.009782493006090603
3803	0.009655554140680445
3804	0.009490996850180193
3805	0.0093049
3806	0.00911039059440398
3807	0.008908788193072073
3808	0.008698460494538176
3809	0.008477775197336187
3810	0.0082451
3811	0.008006099841383575
3812	0.007795628621621104
3813	0.007655837481166848
3814	0.007628877560475062
3815	0.0077569
3816	0.008061719640061723
3817	0.008483806120443506
3818	0.008943292780794429
3819	0.009360312960763569
3820	0.009655
3821	0.009771547198369533
3822	0.00975038769660487
3823	0.009656014595655439
3824	0.009552920996470673
3825	0.009505599999999999
3826	0.009556381966460145
3827	0.009658946293137016
3828	0.009744809636583815
3829	0.009745488653353741
3830	0.0095925
3831	0.009245888135789884
3832	0.008779808730847063
3833	0.0082969452580093
3834	0.007899981190114359
3835	0.0076916
3836	0.007741711090380321
3837	0.007989127583474732
3838	0.008339888531378988
3839	0.008700032986188828
3840	0.0089756
3841	0.009096500302688836
3842	0.009088131335254003
3843	0.008999762216474753
3844	0.008880662065130334
3845	0.008780100000000001
3846	0.008735726098864338
3847	0.008738714275509258
3848	0.008768619402722009
3849	0.008804996353289841
3850	0.008827399999999999
3851	0.008819339301853819
3852	0.008780139562708972
3853	0.008713080172637215
3854	0.008621440521710306
3855	0.0085085
3856	0.008379577493720387
3857	0.008248149873654855
3858	0.008129733506729133
3859	0.008039844759868941
3860	0.007993999999999999
3861	0.008000758723264639
3862	0.008040852942671605
3863	0.008088057800446254
3864	0.008116148438813935
3865	0.008098899999999999
3866	0.008017653213221055
3867	0.007884011155658713
3868	0.007717142491485845
3869	0.007536215884875319
3870	0.0073604
3871	0.007205128423851142
3872	0.007070894434693538
3873	0.006954456233610362
3874	0.006852572021684791
3875	0.006762
3876	0.006680847491374375
3877	0.006612618305567133
3878	0.006562165374072706
3879	0.006534341628385519
3880	0.006534
3881	0.006563252010651359
3882	0.006613243543037927
3883	0.006672379070098813
3884	0.006729063064773135
3885	0.0067717
3886	0.006792802066020192
3887	0.006801312322281162
3888	0.006810281545532038
3889	0.006832760512521944
3890	0.0068818
3891	0.006966401325267878
3892	0.007079367967837425
3893	0.007209453947773033
3894	0.007345413285139094
3895	0.007476
3896	0.007592133432908298
3897	0.00769339420636914
3898	0.007781528263375832
3899	0.007858281546921683
3900	0.007925400000000001
3901	0.007982624143098934
3902	0.008021672806686021
3903	0.008032259398723639
3904	0.008004097327174173
3905	0.007926900000000001
3906	0.007795900394695969
3907	0.007628409766886782
3908	0.007447258941729613
3909	0.007275278744381628
3910	0.0071353
3911	0.007044331878117193
3912	0.00699609692576685
3913	0.006978496034357911
3914	0.006979430095299315
3915	0.0069868
3916	0.006990505692835261
3917	0.006988443330045815
3918	0.006980508120838741
3919	0.006966595274421111
3920	0.0069466
3921	0.006921219750541766
3922	0.006894360954049888
3923	0.006870732282287127
3924	0.006855042407016244
3925	0.006852
3926	0.006865184904997676
3927	0.006893661653754631
3928	0.006935365950012751
3929	0.006988233497513914
3930	0.0070502
3931	0.007118639829467534
3932	0.007188682030931587
3933	0.007254894317661873
3934	0.007311844402928106
3935	0.0073541
3936	0.007378211777132194
3937	0.007388662222519025
3938	0.00739191677933976
3939	0.007394440890773664
3940	0.0074027
3941	0.007421438662003694
3942	0.007448517878992312
3943	0.007480077764979083
3944	0.007512258433977238
3945	0.0075412
3946	0.007564046374853033
3947	0.007581956661511725
3948	0.007597093760743902
3949	0.007611620573317386
3950	0.0076277
3951	0.007646797438584179
3952	0.007667588274960789
3953	0.00768805039204531
3954	0.007706161672753221
3955	0.0077199
3956	0.007728011070810258
3957	0.007732311838645122
3958	0.007735387071074859
3959	0.007739821535669732
3960	0.0077482
3961	0.007762035078174798
3962	0.007778550770458724
3963	0.007793898923655253
3964	0.007804231384567855
3965	0.0078057
3966	0.007795538216490556
3967	0.00777530587951998
3968	0.007747644434304125
3969	0.007715195326058849
3970	0.0076806
3971	0.007646034455862981
3972	0.007611812911461356
3973	0.007577784139128243
3974	0.007543796911196755
3975	0.0075097
3976	0.007475781560057527
3977	0.007444087274634596
3978	0.007417102209182903
3979	0.007397311429154139
3980	0.0073872
3981	0.007388164103906915
3982	0.007397244390000261
3983	0.007410392624140148
3984	0.007423560572186691
3985	0.0074327
3986	0.007434530824314813
3987	0.007428845565364361
3988	0.007416204894256505
3989	0.007397169482099099
3990	0.0073723
3991	0.007342396598833834
3992	0.007309217348542294
3993	0.007274759798833835
3994	0.007241021499416918
3995	0.00721
3996	0.00718320278034985
3997	0.007160177040466467
3998	0.007139979910408159
3999	0.007121668520233233
4000	0.0071043
