Latitude (decimal degrees): 39.470
Longitude (decimal degrees): -0.370
Elevation (m): 23.0
month,year
1,2006
2,2015
3,2020
4,2018
5,2005
6,2009
7,2011
8,2020
9,2011
10,2013
11,2008
12,2008
time(UTC),T2m,RH,G(h),Gb(n),Gd(h),IR(h),WS10m,WD10m,SP
20110720:1300,29.02,39.4,904.0,810.81,158.0,364.45,6.07,134.0,101054.0
20110720:1400,28.7,40.7,819.0,786.04,154.0,364.45,6.41,132.0,100994.0
20110720:1500,28.28,41.85,691.0,756.56,139.0,364.25,6.76,130.0,100944.0
20110720:1600,27.71,43.55,527.0,697.99,123.0,363.85,6.48,130.0,100904.0
20110720:1700,27.16,44.6,337.0,574.47,105.0,363.25,5.52,129.0,100865.0
20110720:1800,26.42,46.3,150.0,359.98,72.0,360.2,4.34,121.0,100845.0
20110720:1900,25.22,51.4,0.0,0.0,0.0,354.8,3.79,105.0,100894.0
20110720:2000,24.11,57.6,0.0,-0.0,0.0,350.15,2.69,88.0,100934.0
20110720:2100,23.33,62.6,0.0,-0.0,0.0,347.65,2.21,71.0,101024.0
20110720:2200,22.67,67.1,0.0,-0.0,0.0,346.7,2.0,71.0,101044.0
20110720:2300,22.01,71.6,0.0,-0.0,0.0,346.3,1.38,40.0,101044.0
20110721:0000,21.09,77.7,0.0,-0.0,0.0,345.15,1.45,8.0,101064.0
20110721:0100,20.25,82.7,0.0,-0.0,0.0,344.4,1.45,352.0,101024.0
20110721:0200,19.62,86.95,0.0,-0.0,0.0,343.8,1.38,341.0,100964.0
20110721:0300,19.1,90.2,0.0,-0.0,0.0,341.3,1.31,330.0,100934.0
20110721:0400,18.72,91.4,0.0,-0.0,0.0,339.55,1.38,326.0,100924.0
20110721:0500,18.46,91.8,6.0,0.0,6.0,338.6,1.52,328.0,100964.0
20110721:0600,19.48,86.9,97.0,47.75,86.0,340.9,1.38,333.0,100964.0
20110721:0700,22.49,69.1,232.0,122.24,181.0,345.15,1.31,22.0,100984.0
20110721:0800,23.97,61.75,470.0,433.29,214.0,352.1,1.38,73.0,100994.0
20110721:0900,25.33,56.25,514.0,242.11,335.0,356.7,1.93,96.0,100974.0
20110721:1000,26.63,51.7,711.0,462.09,317.0,361.55,2.62,106.0,100954.0
20110721:1100,27.67,48.05,863.0,682.55,233.0,365.8,3.31,109.0,100865.0
20110721:1200,28.41,45.15,918.0,773.01,187.0,367.5,3.79,110.0,100835.0
20110721:1300,28.72,43.35,888.0,764.95,185.0,369.25,4.21,103.0,100755.0
20110721:1400,28.65,42.55,809.0,756.29,170.0,374.65,4.34,96.0,100725.0
20110721:1500,28.32,42.25,679.0,713.88,159.0,379.85,4.48,97.0,100705.0
20110721:1600,27.83,42.9,517.0,659.81,136.0,369.85,4.69,101.0,100675.0
20110721:1700,27.08,45.1,332.0,551.84,110.0,366.75,4.62,104.0,100655.0
20110721:1800,25.92,50.55,141.0,302.47,76.0,364.45,3.93,99.0,100675.0
20110721:1900,24.31,56.65,0.0,0.0,0.0,356.15,3.52,74.0,100715.0
20110721:2000,23.39,64.55,0.0,-0.0,0.0,354.4,3.17,66.0,100765.0
20110721:2100,22.89,69.85,0.0,-0.0,0.0,353.65,2.69,54.0,100865.0
20110721:2200,22.48,72.65,0.0,-0.0,0.0,349.0,1.86,44.0,100914.0
20110721:2300,21.86,77.5,0.0,-0.0,0.0,346.5,1.24,42.0,100894.0
20110722:0000,21.11,82.45,0.0,-0.0,0.0,351.5,1.24,36.0,100884.0
20110722:0100,20.81,86.85,0.0,-0.0,0.0,352.5,1.66,36.0,100874.0
20110722:0200,20.9,87.9,0.0,-0.0,0.0,354.4,2.14,40.0,100865.0
20110722:0300,21.13,87.4,0.0,-0.0,0.0,360.4,2.83,45.0,100845.0
20110722:0400,21.21,87.8,0.0,-0.0,0.0,361.55,2.9,40.0,100855.0
20110722:0500,21.24,87.55,8.0,0.0,8.0,366.95,2.55,31.0,100894.0
20110722:0600,21.75,81.0,101.0,61.35,87.0,374.65,3.31,32.0,100914.0
20110722:0700,22.93,69.85,192.0,52.97,170.0,381.2,4.48,44.0,100914.0
20110722:0800,23.66,65.45,497.0,536.38,181.0,386.8,4.9,49.0,100924.0
20110722:0900,24.33,63.95,628.0,520.42,244.0,390.25,4.76,57.0,100944.0
20110722:1000,24.7,64.0,793.0,687.15,208.0,407.45,4.62,64.0,100994.0
20110722:1100,24.75,65.5,672.0,271.2,422.0,411.85,4.76,73.0,100954.0
20110722:1200,24.74,67.2,472.0,46.58,428.0,413.8,4.55,84.0,100944.0
20110722:1300,25.22,64.95,307.0,2.18,305.0,399.55,4.41,84.0,100894.0
20110722:1400,24.9,65.5,103.0,0.0,103.0,404.35,3.93,83.0,100904.0
20110722:1500,24.96,64.5,124.0,0.0,124.0,403.2,3.79,82.0,100894.0
20110722:1600,24.8,63.55,134.0,0.0,134.0,405.1,3.93,86.0,100845.0
20110722:1700,24.51,63.2,83.0,0.0,83.0,392.2,3.38,98.0,100835.0
20110722:1800,24.12,64.5,56.0,4.69,55.0,391.05,3.03,86.0,100914.0
20110722:1900,22.79,72.45,0.0,0.0,0.0,399.55,3.1,71.0,100984.0
20110722:2000,22.13,75.95,0.0,-0.0,0.0,406.1,2.28,71.0,101054.0
20110722:2100,22.06,75.75,0.0,-0.0,0.0,398.95,1.31,111.0,101064.0
20110722:2200,21.9,76.4,0.0,-0.0,0.0,389.7,1.31,63.0,101124.0
20110722:2300,21.71,78.15,0.0,-0.0,0.0,393.95,1.66,31.0,101144.0
20110723:0000,21.64,78.95,0.0,-0.0,0.0,397.6,0.97,10.0,101174.0
20110723:0100,21.4,80.4,0.0,-0.0,0.0,388.95,1.1,329.0,101134.0
20110723:0200,21.16,82.75,0.0,-0.0,0.0,385.05,1.24,318.0,101094.0
20110723:0300,20.7,85.85,0.0,-0.0,0.0,377.35,1.03,302.0,101094.0
20110723:0400,20.54,87.35,0.0,-0.0,0.0,386.6,0.9,290.0,101124.0
20110723:0500,20.59,87.65,0.0,0.0,0.0,370.4,0.76,289.0,101144.0
20110723:0600,20.94,86.6,47.0,0.0,47.0,376.95,0.48,296.0,101184.0
20110723:0700,22.19,78.65,110.0,0.0,110.0,388.35,1.03,94.0,101204.0
20110723:0800,23.12,73.5,121.0,0.0,121.0,398.2,1.59,117.0,101204.0
20110723:0900,24.23,68.3,277.0,9.51,270.0,401.45,1.66,124.0,101194.0
20110723:1000,25.06,65.3,615.0,270.59,385.0,407.8,1.93,120.0,101174.0
20110723:1100,25.54,63.65,851.0,656.08,247.0,416.7,2.55,99.0,101144.0
20110723:1200,26.43,60.4,901.0,728.22,214.0,410.15,3.1,101.0,101074.0
20110723:1300,27.18,59.2,886.0,764.65,185.0,409.95,3.79,99.0,101004.0
20110723:1400,26.92,60.2,807.0,756.04,170.0,417.45,3.66,96.0,100964.0
20110723:1500,27.07,59.5,632.0,563.52,223.0,403.6,3.24,96.0,100964.0
20110723:1600,27.12,59.25,500.0,597.05,157.0,409.35,3.66,96.0,100894.0
20110723:1700,26.92,59.4,333.0,571.55,105.0,409.95,3.38,91.0,100874.0
20110723:1800,26.34,62.9,137.0,289.03,76.0,398.75,3.38,83.0,100855.0
20110723:1900,24.55,74.05,0.0,0.0,0.0,391.25,4.28,48.0,100914.0
20110723:2000,23.47,79.85,0.0,-0.0,0.0,389.1,4.34,37.0,101004.0
20110723:2100,22.88,82.95,0.0,-0.0,0.0,385.65,3.79,31.0,101104.0
20110723:2200,22.71,83.6,0.0,-0.0,0.0,392.0,3.03,21.0,101124.0
20110723:2300,22.69,84.1,0.0,-0.0,0.0,391.25,2.55,14.0,101154.0
20110724:0000,22.51,86.05,0.0,-0.0,0.0,390.45,2.34,15.0,101174.0
20110724:0100,22.6,85.55,0.0,-0.0,0.0,405.15,2.14,9.0,101134.0
20110724:0200,22.64,85.4,0.0,-0.0,0.0,407.8,2.0,358.0,101104.0
20110724:0300,22.7,82.9,0.0,-0.0,0.0,411.5,2.07,353.0,101094.0
20110724:0400,22.61,78.35,0.0,-0.0,0.0,404.55,1.93,352.0,101094.0
20110724:0500,22.4,74.15,0.0,0.0,0.0,403.75,1.79,349.0,101114.0
20110724:0600,22.4,68.3,46.0,0.0,46.0,398.35,1.86,358.0,101154.0
20110724:0700,22.86,57.3,138.0,7.29,135.0,389.7,1.59,3.0,101214.0
20110724:0800,23.73,49.45,521.0,648.83,141.0,399.55,0.9,28.0,101243.0
20110724:0900,25.05,44.15,618.0,498.08,252.0,386.2,0.97,109.0,101243.0
20110724:1000,26.19,42.4,831.0,816.6,138.0,370.6,1.59,136.0,101174.0
20110724:1100,27.36,39.9,908.0,825.56,149.0,363.1,1.79,134.0,101114.0
20110724:1200,28.45,37.85,820.0,524.31,326.0,360.4,2.48,124.0,101104.0
20110724:1300,28.93,37.8,740.0,401.94,372.0,365.2,3.38,123.0,101054.0
20110724:1400,28.85,39.85,338.0,13.08,327.0,356.9,4.28,123.0,100994.0
20110724:1500,27.96,43.75,646.0,611.55,203.0,357.1,5.17,122.0,100974.0
20110724:1600,26.72,47.75,518.0,682.5,127.0,350.95,5.45,122.0,100954.0
20110724:1700,25.53,50.5,338.0,614.46,94.0,357.3,4.83,131.0,100924.0
20110724:1800,24.63,52.1,114.0,153.12,82.0,368.1,3.72,139.0,100934.0
20110724:1900,23.62,56.05,0.0,0.0,0.0,363.45,1.93,117.0,101004.0
20110724:2000,22.89,60.95,0.0,-0.0,0.0,352.5,1.24,102.0,101114.0
20110724:2100,22.07,66.1,0.0,-0.0,0.0,352.1,0.76,107.0,101204.0
20110724:2200,22.25,66.25,0.0,-0.0,0.0,349.0,0.34,33.0,101224.0
20110724:2300,21.94,69.1,0.0,-0.0,0.0,348.6,0.69,316.0,101233.0
20110725:0000,20.31,79.15,0.0,-0.0,0.0,342.05,1.1,282.0,101233.0
20110725:0100,19.31,87.55,0.0,-0.0,0.0,340.0,1.38,276.0,101174.0
20110725:0200,18.86,89.9,0.0,-0.0,0.0,336.65,1.59,277.0,101124.0
20110725:0300,18.73,89.85,0.0,-0.0,0.0,334.95,1.79,280.0,101134.0
20110725:0400,18.65,88.35,0.0,-0.0,0.0,333.0,2.0,286.0,101124.0
20110725:0500,18.68,84.95,0.0,0.0,0.0,333.0,2.21,292.0,101154.0
20110725:0600,19.41,76.45,156.0,388.29,70.0,332.25,2.14,295.0,101154.0
20110725:0700,23.11,54.6,349.0,620.51,95.0,339.55,2.0,283.0,101164.0
20110725:0800,25.39,42.95,543.0,751.84,104.0,343.2,1.93,288.0,101164.0
20110725:0900,27.05,38.05,698.0,771.9,132.0,349.2,0.83,275.0,101154.0
20110725:1000,28.52,34.15,838.0,847.45,120.0,355.55,0.83,175.0,101074.0
20110725:1100,29.9,30.95,912.0,840.88,140.0,365.0,1.59,158.0,101034.0
20110725:1200,30.74,29.0,924.0,802.38,169.0,369.65,1.72,150.0,100984.0
20110725:1300,31.58,27.6,893.0,794.06,167.0,370.6,2.41,134.0,100904.0
20110725:1400,31.07,30.65,809.0,770.31,162.0,397.6,4.97,131.0,100845.0
20110725:1500,29.91,35.85,685.0,755.29,139.0,396.45,5.59,136.0,100785.0
20110725:1600,29.3,38.55,513.0,670.5,130.0,395.65,4.97,143.0,100755.0
20110725:1700,28.88,40.55,329.0,569.34,104.0,392.2,3.93,147.0,100745.0
20110725:1800,28.54,42.9,140.0,333.59,71.0,393.75,2.9,146.0,100785.0
20110725:1900,27.66,51.6,0.0,0.0,0.0,373.5,2.07,145.0,100825.0
20110725:2000,26.73,58.75,0.0,-0.0,0.0,364.25,1.17,139.0,100874.0
20110725:2100,26.41,62.7,0.0,-0.0,0.0,362.9,0.62,155.0,100954.0
20110725:2200,26.27,65.0,0.0,-0.0,0.0,362.7,0.41,248.0,100914.0
20110725:2300,25.72,68.85,0.0,-0.0,0.0,365.2,0.83,290.0,100904.0
20110726:0000,24.32,76.55,0.0,-0.0,0.0,360.95,1.03,292.0,100874.0
20110726:0100,23.76,81.7,0.0,-0.0,0.0,360.05,1.03,298.0,100855.0
20110726:0200,23.45,81.75,0.0,-0.0,0.0,359.8,1.03,314.0,100795.0
20110726:0300,23.38,81.7,0.0,-0.0,0.0,357.3,0.97,323.0,100815.0
20110726:0400,23.17,82.75,0.0,-0.0,0.0,356.15,0.97,320.0,100815.0
20110726:0500,22.14,86.25,0.0,0.0,0.0,355.0,1.1,328.0,100845.0
20110726:0600,21.22,89.9,134.0,237.23,82.0,356.15,1.38,341.0,100894.0
20110726:0700,25.03,67.8,320.0,464.02,131.0,362.7,1.1,27.0,100944.0
20110726:0800,26.94,58.3,524.0,673.42,132.0,370.4,1.66,82.0,100974.0
20110726:0900,28.26,53.2,630.0,541.23,234.0,377.35,2.34,107.0,100974.0
20110726:1000,29.31,49.4,792.0,699.92,200.0,382.0,3.17,120.0,100934.0
20110726:1100,30.09,46.05,906.0,825.74,149.0,392.8,3.79,125.0,100884.0
20110726:1200,30.39,44.7,902.0,742.82,204.0,393.35,4.28,125.0,100865.0
20110726:1300,30.65,44.0,897.0,809.44,158.0,399.9,4.62,124.0,100815.0
20110726:1400,30.14,46.1,812.0,784.72,154.0,396.65,4.76,118.0,100785.0
20110726:1500,29.72,47.75,687.0,768.01,133.0,399.55,4.69,108.0,100735.0
20110726:1600,29.65,48.15,446.0,410.91,212.0,403.95,4.76,102.0,100685.0
20110726:1700,29.05,51.0,315.0,495.92,120.0,396.85,4.9,86.0,100685.0
20110726:1800,27.68,57.65,130.0,268.82,75.0,386.4,4.34,74.0,100715.0
20110726:1900,26.82,61.0,0.0,0.0,0.0,383.35,3.31,59.0,100745.0
20110726:2000,25.63,68.45,0.0,-0.0,0.0,382.55,3.03,53.0,100815.0
20110726:2100,24.85,73.75,0.0,-0.0,0.0,378.7,2.55,45.0,100914.0
20110726:2200,24.17,78.05,0.0,-0.0,0.0,372.35,2.34,39.0,100914.0
20110726:2300,23.67,81.0,0.0,-0.0,0.0,367.15,2.07,32.0,100914.0
20110727:0000,23.33,83.05,0.0,-0.0,0.0,367.9,2.07,24.0,100944.0
20110727:0100,22.97,84.65,0.0,-0.0,0.0,364.85,2.07,28.0,100944.0
20110727:0200,22.88,84.65,0.0,-0.0,0.0,369.85,2.07,45.0,100984.0
20110727:0300,22.99,82.9,0.0,-0.0,0.0,375.6,2.83,64.0,101004.0
20110727:0400,23.02,81.0,0.0,-0.0,0.0,382.75,3.72,64.0,101044.0
20110727:0500,22.77,78.8,0.0,0.0,0.0,382.0,4.07,57.0,101114.0
20110727:0600,22.78,73.85,68.0,9.22,66.0,381.0,4.28,52.0,101164.0
20110727:0700,23.14,68.8,127.0,4.94,125.0,384.85,4.62,56.0,101214.0
20110727:0800,23.87,62.4,275.0,48.25,247.0,378.9,4.28,56.0,101253.0
20110727:0900,24.76,55.55,212.0,0.0,212.0,381.0,4.0,60.0,101273.0
20110727:1000,25.91,49.6,291.0,3.55,288.0,380.25,4.0,67.0,101293.0
20110727:1100,26.74,46.5,166.0,0.0,166.0,387.75,4.07,74.0,101293.0
20110727:1200,27.17,45.6,241.0,0.0,241.0,396.25,4.07,78.0,101303.0
20110727:1300,27.04,47.55,162.0,0.0,162.0,408.4,4.21,82.0,101303.0
20110727:1400,27.04,49.75,767.0,647.52,225.0,399.55,4.0,88.0,101313.0
20110727:1500,26.9,51.95,619.0,539.1,231.0,395.85,3.79,90.0,101283.0
20110727:1600,26.66,54.35,365.0,192.03,256.0,387.2,3.93,83.0,101263.0
20110727:1700,26.41,55.35,181.0,53.69,160.0,383.9,3.79,79.0,101253.0
20110727:1800,25.05,62.85,100.0,103.82,79.0,385.85,3.79,79.0,101293.0
20110727:1900,23.96,71.45,0.0,0.0,0.0,373.1,2.97,90.0,101313.0
20110727:2000,23.37,75.9,0.0,-0.0,0.0,381.2,2.41,79.0,101383.0
20110727:2100,22.93,79.6,0.0,-0.0,0.0,371.75,2.21,64.0,101483.0
20110727:2200,22.64,81.95,0.0,-0.0,0.0,374.05,2.28,54.0,101573.0
20110727:2300,22.35,84.05,0.0,-0.0,0.0,374.05,2.34,50.0,101583.0
20110728:0000,22.12,85.4,0.0,-0.0,0.0,372.9,2.28,47.0,101583.0
20110728:0100,21.88,86.6,0.0,-0.0,0.0,369.3,2.28,43.0,101593.0
20110728:0200,21.76,86.4,0.0,-0.0,0.0,377.95,2.28,34.0,101563.0
20110728:0300,21.61,86.1,0.0,-0.0,0.0,376.4,2.07,23.0,101563.0
20110728:0400,21.4,86.65,0.0,-0.0,0.0,373.7,1.86,15.0,101583.0
20110728:0500,21.37,86.1,0.0,0.0,0.0,388.35,1.72,13.0,101583.0
20110728:0600,21.48,84.45,80.0,27.97,74.0,376.4,1.66,18.0,101612.0
20110728:0700,22.24,77.35,171.0,34.73,157.0,387.4,1.45,25.0,101632.0
20110728:0800,23.35,67.85,269.0,43.22,244.0,378.3,1.72,52.0,101652.0
20110728:0900,24.65,59.95,376.0,65.9,328.0,387.55,2.07,71.0,101672.0
20110728:1000,25.56,54.6,352.0,16.61,338.0,387.95,2.41,82.0,101652.0
20110728:1100,26.45,50.7,594.0,168.49,440.0,395.1,2.55,92.0,101622.0
20110728:1200,26.89,49.25,617.0,176.1,452.0,404.35,2.41,102.0,101612.0
20110728:1300,27.38,48.6,524.0,97.78,435.0,412.05,2.21,105.0,101563.0
20110728:1400,27.6,49.75,813.0,799.51,145.0,412.85,2.83,95.0,101513.0
20110728:1500,28.18,47.8,672.0,725.61,151.0,402.8,2.48,92.0,101463.0
20110728:1600,28.09,48.4,505.0,655.81,134.0,390.1,3.72,106.0,101413.0
20110728:1700,27.09,52.4,316.0,524.46,112.0,381.8,4.34,117.0,101383.0
20110728:1800,26.07,55.55,127.0,275.22,72.0,379.85,3.86,126.0,101353.0
20110728:1900,24.81,58.6,0.0,0.0,0.0,371.0,3.24,130.0,101393.0
20110728:2000,24.13,62.25,0.0,-0.0,0.0,368.85,2.07,121.0,101433.0
20110728:2100,23.68,65.7,0.0,-0.0,0.0,368.1,1.52,97.0,101503.0
20110728:2200,23.1,70.4,0.0,-0.0,0.0,364.25,1.38,66.0,101563.0
20110728:2300,22.33,75.95,0.0,-0.0,0.0,362.5,1.38,49.0,101573.0
20110729:0000,21.79,79.85,0.0,-0.0,0.0,362.7,1.1,39.0,101573.0
20110729:0100,22.2,78.45,0.0,-0.0,0.0,362.95,0.9,23.0,101503.0
20110729:0200,22.46,77.8,0.0,-0.0,0.0,362.5,0.83,9.0,101453.0
20110729:0300,22.51,78.0,0.0,-0.0,0.0,361.15,0.76,1.0,101453.0
20110729:0400,22.46,78.9,0.0,-0.0,0.0,362.7,0.62,353.0,101463.0
20110729:0500,22.28,80.65,0.0,0.0,0.0,362.3,0.62,340.0,101443.0
20110729:0600,22.27,81.2,135.0,278.09,76.0,361.35,0.48,338.0,101473.0
20110729:0700,23.33,75.2,323.0,508.66,119.0,367.15,0.48,92.0,101483.0
20110729:0800,24.9,66.5,509.0,633.06,144.0,373.5,0.97,123.0,101473.0
20110729:0900,26.41,59.15,669.0,686.64,170.0,379.65,1.59,136.0,101443.0
20110729:1000,28.36,50.9,801.0,741.68,177.0,385.85,1.93,146.0,101403.0
20110729:1100,30.04,45.7,887.0,779.14,176.0,389.5,2.28,136.0,101313.0
20110729:1200,31.33,42.2,908.0,771.76,186.0,399.15,2.9,118.0,101243.0
20110729:1300,30.72,45.65,878.0,763.72,184.0,409.15,4.55,108.0,101164.0
20110729:1400,29.68,50.75,798.0,754.28,169.0,403.6,5.86,111.0,101124.0
20110729:1500,28.98,52.55,623.0,562.66,220.0,407.45,5.45,113.0,101084.0
20110729:1600,28.66,52.4,498.0,629.75,143.0,399.7,4.97,109.0,101044.0
20110729:1700,28.3,53.45,295.0,421.49,132.0,395.85,4.9,99.0,101044.0
20110729:1800,27.36,59.35,110.0,167.23,77.0,395.5,4.07,93.0,101074.0
20110729:1900,25.56,69.4,0.0,0.0,0.0,385.65,3.31,80.0,101104.0
20110729:2000,24.52,76.65,0.0,-0.0,0.0,382.55,2.62,55.0,101144.0
20110729:2100,23.95,80.65,0.0,-0.0,0.0,379.65,2.55,42.0,101243.0
20110729:2200,23.61,83.4,0.0,-0.0,0.0,386.6,2.21,44.0,101293.0
20110729:2300,23.29,85.6,0.0,-0.0,0.0,382.95,1.86,27.0,101303.0
20110730:0000,23.0,87.1,0.0,-0.0,0.0,383.15,2.0,13.0,101283.0
20110730:0100,22.74,88.0,0.0,-0.0,0.0,384.55,1.93,12.0,101214.0
20110730:0200,22.57,88.85,0.0,-0.0,0.0,385.25,1.79,12.0,101194.0
20110730:0300,22.4,89.95,0.0,-0.0,0.0,384.7,1.66,10.0,101164.0
20110730:0400,22.41,89.85,0.0,-0.0,0.0,394.9,1.66,10.0,101174.0
20110730:0500,22.37,90.15,0.0,0.0,0.0,394.7,1.52,1.0,101194.0
20110730:0600,22.63,87.45,113.0,147.78,82.0,392.6,1.45,14.0,101204.0
20110730:0700,23.49,76.55,320.0,506.37,118.0,384.3,0.62,15.0,101214.0
20110730:0800,24.37,71.05,181.0,1.74,180.0,380.45,0.76,84.0,101214.0
20110730:0900,25.93,63.5,272.0,8.28,266.0,386.2,0.62,100.0,101204.0
20110730:1000,27.9,55.3,130.0,0.0,130.0,390.85,1.03,76.0,101313.0
20110730:1100,29.53,49.3,799.0,542.22,305.0,391.8,2.0,91.0,101243.0
20110730:1200,30.52,46.45,828.0,558.85,306.0,398.75,3.03,97.0,101224.0
20110730:1300,30.94,46.3,901.0,839.97,139.0,400.1,4.14,107.0,101154.0
20110730:1400,29.24,55.0,80.0,0.0,80.0,402.4,5.38,112.0,101114.0
20110730:1500,28.65,56.5,459.0,176.37,333.0,406.85,5.52,115.0,101064.0
20110730:1600,27.76,58.65,417.0,338.3,227.0,407.45,5.24,116.0,101034.0
20110730:1700,27.0,61.35,281.0,361.62,142.0,408.8,3.59,119.0,101034.0
20110730:1800,26.43,63.65,69.0,20.54,65.0,405.1,2.9,115.0,101014.0
20110730:1900,25.4,65.15,0.0,0.0,0.0,387.55,2.69,109.0,101034.0
20110730:2000,24.73,69.4,0.0,-0.0,0.0,380.45,1.93,100.0,101114.0
20110730:2100,24.18,73.55,0.0,-0.0,0.0,377.15,1.52,121.0,101184.0
20110730:2200,23.51,77.6,0.0,-0.0,0.0,376.4,0.97,119.0,101194.0
20110730:2300,22.82,82.3,0.0,-0.0,0.0,372.35,1.31,69.0,101164.0
20110731:0000,22.26,87.15,0.0,-0.0,0.0,367.3,1.52,48.0,101154.0
20110731:0100,21.73,91.55,0.0,-0.0,0.0,371.4,1.24,40.0,101134.0
20110731:0200,21.93,90.3,0.0,-0.0,0.0,366.55,0.9,37.0,101104.0
20110731:0300,22.47,88.9,0.0,-0.0,0.0,360.95,0.69,17.0,101074.0
20110731:0400,21.67,92.0,0.0,-0.0,0.0,360.95,0.9,359.0,101064.0
20110731:0500,20.69,95.1,0.0,0.0,0.0,368.5,1.17,355.0,101034.0
20110731:0600,21.05,95.0,71.0,19.29,67.0,362.7,0.97,355.0,101064.0
20110731:0700,23.26,82.05,190.0,65.53,164.0,362.1,0.83,43.0,101094.0
20110731:0800,24.92,70.15,370.0,199.04,256.0,378.3,1.45,64.0,101084.0
20110731:0900,26.31,62.65,593.0,453.47,265.0,383.35,1.93,83.0,101094.0
20110731:1000,27.4,57.6,811.0,783.84,154.0,398.75,2.34,90.0,101044.0
20110731:1100,28.29,55.95,889.0,793.81,167.0,408.8,3.17,92.0,100994.0
20110731:1200,28.71,54.55,905.0,771.02,186.0,406.45,3.45,92.0,100984.0
20110731:1300,28.84,54.65,880.0,778.51,175.0,405.9,4.28,94.0,100924.0
20110731:1400,28.86,54.4,795.0,753.75,169.0,405.3,4.55,100.0,100884.0
20110731:1500,28.24,56.2,667.0,724.24,151.0,404.95,4.48,108.0,100825.0
20110731:1600,26.37,64.05,494.0,627.37,143.0,394.77,3.45,108.0,100785.0
20110731:1700,26.12,65.89,308.0,510.52,113.0,392.26,3.26,111.0,100775.0
20110731:1800,25.87,67.73,118.0,244.75,71.0,389.75,3.07,122.0,100775.0
20110731:1900,25.62,69.57,0.0,0.0,0.0,387.23,2.88,102.0,100795.0
20110731:2000,25.37,71.41,0.0,-0.0,0.0,384.72,2.7,75.0,100855.0
20110731:2100,25.12,73.25,0.0,-0.0,0.0,382.21,2.51,61.0,100924.0
20110731:2200,24.87,75.08,0.0,-0.0,0.0,379.69,2.32,50.0,100964.0
20110731:2300,24.62,76.92,0.0,-0.0,0.0,377.18,2.13,46.0,100984.0
20200801:0000,24.37,78.76,0.0,-0.0,0.0,374.67,1.94,302.0,101263.0
20200801:0100,24.12,80.6,0.0,-0.0,0.0,372.15,1.75,309.0,101214.0
20200801:0200,23.87,82.44,0.0,-0.0,0.0,369.64,1.56,309.0,101184.0
20200801:0300,23.62,84.28,0.0,-0.0,0.0,367.12,1.37,301.0,101194.0
20200801:0400,23.37,86.12,0.0,-0.0,0.0,364.61,1.18,293.0,101194.0
20200801:0500,23.12,87.96,0.0,0.0,0.0,362.1,1.0,290.0,101194.0
20200801:0600,22.87,89.8,138.0,331.84,70.0,359.58,0.81,289.0,101224.0
20200801:0700,22.62,91.64,325.0,534.73,114.0,357.07,0.62,295.0,101224.0
20200801:0800,28.82,50.95,519.0,674.48,134.0,379.85,0.48,304.0,101233.0
20200801:0900,30.79,40.65,683.0,730.37,156.0,387.55,0.14,352.0,101233.0
20200801:1000,32.57,34.95,814.0,772.21,168.0,390.85,0.62,107.0,101194.0
20200801:1100,34.13,32.45,887.0,765.43,192.0,395.85,1.72,111.0,101184.0
20200801:1200,35.22,31.3,913.0,772.32,194.0,398.95,2.76,113.0,101144.0
20200801:1300,35.71,31.2,883.0,765.55,191.0,399.55,3.52,114.0,101124.0
20200801:1400,35.67,32.1,807.0,771.07,168.0,399.55,3.93,114.0,101094.0
20200801:1500,35.15,34.5,673.0,727.69,156.0,399.15,4.41,109.0,101044.0
20200801:1600,33.96,38.75,509.0,683.73,128.0,397.8,4.48,104.0,101024.0
20200801:1700,32.53,43.05,318.0,558.7,106.0,406.1,3.79,106.0,101014.0
20200801:1800,31.39,46.75,123.0,290.63,68.0,397.8,2.62,111.0,100964.0
20200801:1900,29.35,59.9,0.0,-0.0,0.0,390.25,2.21,72.0,101004.0
20200801:2000,28.2,67.45,0.0,-0.0,0.0,382.35,2.07,49.0,101114.0
20200801:2100,27.25,74.15,0.0,-0.0,0.0,379.85,2.21,55.0,101194.0
20200801:2200,26.58,79.05,0.0,-0.0,0.0,377.75,1.52,48.0,101263.0
20200801:2300,26.21,81.65,0.0,-0.0,0.0,375.4,0.62,341.0,101253.0
20200802:0000,24.92,88.6,0.0,-0.0,0.0,374.65,1.1,285.0,101224.0
20200802:0100,24.13,91.85,0.0,-0.0,0.0,375.45,1.31,270.0,101184.0
20200802:0200,23.75,93.1,0.0,-0.0,0.0,375.4,1.31,262.0,101154.0
20200802:0300,23.49,93.65,0.0,-0.0,0.0,374.25,1.31,267.0,101144.0
20200802:0400,23.63,93.1,0.0,-0.0,0.0,371.95,1.24,271.0,101124.0
20200802:0500,23.46,93.5,0.0,0.0,0.0,369.05,1.24,276.0,101124.0
20200802:0600,24.49,90.35,119.0,207.45,77.0,367.15,0.9,291.0,101154.0
20200802:0700,26.73,82.65,306.0,443.43,132.0,381.8,0.69,346.0,101194.0
20200802:0800,29.05,69.85,499.0,604.74,155.0,382.95,1.1,55.0,101214.0
20200802:0900,30.98,60.35,679.0,730.79,153.0,388.75,1.72,84.0,101194.0
20200802:1000,32.54,53.45,818.0,801.29,149.0,393.35,2.21,98.0,101184.0
20200802:1100,33.96,48.1,896.0,808.71,163.0,397.0,2.62,110.0,101174.0
