Latitude (decimal degrees):	37.779
Longitude (decimal degrees):	-122.420
Elevation (m):	19
Radiation database:	PVGIS-NSRDB


Slope: 36 deg. (optimum)
Azimuth: 11 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20150102:1300,0.0,0.0,0.0,3.34,1.86,0.0
20150102:1400,0.0,0.0,0.0,2.37,2.14,0.0
20150102:1500,0.0,0.0,0.0,2.33,2.34,0.0
20150102:1600,117.84,161.06,5.02,2.45,2.34,0.0
20150102:1700,379.45,446.8,14.17,4.86,2.21,0.0
20150102:1800,568.91,672.68,21.67,7.3,2.34,0.0
20150102:1900,702.41,834.28,26.88,7.32,3.1,0.0
20150102:2000,764.08,921.83,29.21,8.2,2.9,0.0
20150102:2100,762.29,926.36,28.32,8.89,2.62,0.0
20150102:2200,697.65,843.9,24.34,9.38,2.41,0.0
20150102:2300,569.2,677.33,17.8,9.6,2.62,0.0
20150103:0000,350.52,416.26,9.46,9.54,2.83,0.0
20150103:0100,0.0,0.0,0.0,8.93,2.76,0.0
20150103:0200,0.0,0.0,0.0,7.86,2.21,0.0
20150103:0300,0.0,0.0,0.0,6.63,1.59,0.0
20150103:0400,0.0,0.0,0.0,8.01,1.03,0.0
20150103:0500,0.0,0.0,0.0,7.84,0.83,0.0
20150103:0600,0.0,0.0,0.0,7.65,1.24,0.0
20150103:0700,0.0,0.0,0.0,7.84,1.17,0.0
20150103:0800,0.0,0.0,0.0,7.65,1.1,0.0
20150103:0900,0.0,0.0,0.0,7.51,1.1,0.0
20150103:1000,0.0,0.0,0.0,7.36,1.03,0.0
20150103:1100,0.0,0.0,0.0,7.15,1.03,0.0
20150103:1200,0.0,0.0,0.0,7.05,0.83,0.0
20150103:1300,0.0,0.0,0.0,7.0,1.1,0.0
20150103:1400,0.0,0.0,0.0,5.65,1.52,0.0
20150103:1500,0.0,0.0,0.0,5.21,1.59,0.0
20150103:1600,111.3,155.36,5.01,5.02,1.38,0.0
20150103:1700,364.26,434.03,14.18,5.59,1.1,0.0
20150103:1800,547.66,661.03,21.7,8.41,0.97,0.0
20150103:1900,685.35,825.06,26.95,8.01,2.14,0.0
20150103:2000,745.25,911.9,29.3,9.08,2.07,0.0
20150103:2100,739.97,915.78,28.43,9.99,1.66,0.0
20150103:2200,674.96,834.33,24.47,10.58,1.24,0.0
20150103:2300,550.95,669.27,17.93,10.85,1.24,0.0
20150104:0000,340.81,411.11,9.6,10.77,1.31,0.0
20150104:0100,0.0,0.0,0.0,10.36,1.59,0.0
20150104:0200,0.0,0.0,0.0,8.91,1.66,0.0
20150104:0300,0.0,0.0,0.0,8.02,1.45,0.0
20150104:0400,0.0,0.0,0.0,7.61,1.45,0.0
20150104:0500,0.0,0.0,0.0,6.69,1.59,0.0
20150104:0600,0.0,0.0,0.0,6.1,1.66,0.0
20150104:0700,0.0,0.0,0.0,8.28,0.97,0.0
20150104:0800,0.0,0.0,0.0,8.0,1.1,0.0
20150104:0900,0.0,0.0,0.0,6.4,1.45,0.0
20150104:1000,0.0,0.0,0.0,4.88,1.93,0.0
20150104:1100,0.0,0.0,0.0,4.5,2.0,0.0
20150104:1200,0.0,0.0,0.0,4.7,1.79,0.0
20150104:1300,0.0,0.0,0.0,4.77,1.66,0.0
20150104:1400,0.0,0.0,0.0,4.42,1.93,0.0
20150104:1500,0.0,0.0,0.0,4.31,2.07,0.0
20150104:1600,0.73,7.37,5.01,4.67,2.28,0.0
20150104:1700,51.2,74.64,14.2,5.87,2.34,0.0
20150104:1800,301.36,355.94,21.74,7.44,2.21,0.0
20150104:1900,518.47,612.29,27.01,8.54,2.55,0.0
20150104:2000,500.73,594.14,29.4,9.88,2.76,0.0
20150104:2100,362.07,432.02,28.55,10.82,2.41,0.0
20150104:2200,408.0,486.78,24.6,11.49,2.41,0.0
20150104:2300,323.72,387.95,18.07,11.94,2.21,0.0
20150105:0000,343.47,413.75,9.75,11.88,2.21,0.0
20150105:0100,0.0,0.0,0.0,11.18,2.48,0.0
20150105:0200,0.0,0.0,0.0,10.08,2.55,0.0
20150105:0300,0.0,0.0,0.0,8.92,2.55,0.0
20150105:0400,0.0,0.0,0.0,7.93,2.55,0.0
20150105:0500,0.0,0.0,0.0,7.15,2.48,0.0
20150105:0600,0.0,0.0,0.0,6.61,2.34,0.0
20150105:0700,0.0,0.0,0.0,6.35,2.55,0.0
20150105:0800,0.0,0.0,0.0,6.15,2.69,0.0
20150105:0900,0.0,0.0,0.0,5.92,2.76,0.0
20150105:1000,0.0,0.0,0.0,5.88,2.97,0.0
20150105:1100,0.0,0.0,0.0,5.89,3.17,0.0
20150105:1200,0.0,0.0,0.0,5.81,3.38,0.0
20150105:1300,0.0,0.0,0.0,5.81,3.59,0.0
20150105:1400,0.0,0.0,0.0,5.87,3.66,0.0
20150105:1500,0.0,0.0,0.0,5.91,3.72,0.0
20150105:1600,35.95,59.37,5.02,5.96,3.72,0.0
20150105:1700,218.44,263.84,14.23,7.42,3.59,0.0
20150105:1800,378.62,445.51,21.79,9.61,3.66,0.0
20150105:1900,497.59,586.52,27.09,10.18,3.72,0.0
20150105:2000,575.82,683.34,29.5,11.41,4.28,0.0
20150105:2100,543.93,645.04,28.68,12.39,4.83,0.0
20150105:2200,535.85,635.87,24.74,13.11,4.97,0.0
20150105:2300,369.59,438.25,18.21,13.27,5.17,0.0
20150106:0000,345.44,412.31,9.9,12.78,5.03,0.0
20150106:0100,0.0,0.0,0.0,11.58,4.83,0.0
20150106:0200,0.0,0.0,0.0,10.63,4.28,0.0
20150106:0300,0.0,0.0,0.0,9.92,3.93,0.0
20150106:0400,0.0,0.0,0.0,9.35,3.72,0.0
20150106:0500,0.0,0.0,0.0,8.91,3.66,0.0
20150106:0600,0.0,0.0,0.0,8.55,3.59,0.0
20150106:0700,0.0,0.0,0.0,8.6,3.52,0.0
20150106:0800,0.0,0.0,0.0,8.5,4.0,0.0
20150106:0900,0.0,0.0,0.0,8.34,4.14,0.0
20150106:1000,0.0,0.0,0.0,8.18,3.93,0.0
20150106:1100,0.0,0.0,0.0,8.03,3.79,0.0
20150106:1200,0.0,0.0,0.0,7.89,3.86,0.0
20150106:1300,0.0,0.0,0.0,7.78,3.93,0.0
20150106:1400,0.0,0.0,0.0,7.66,4.21,0.0
20150106:1500,0.0,0.0,0.0,7.49,4.41,0.0
20150106:1600,111.42,156.84,5.03,7.43,4.34,0.0
20150106:1700,369.42,438.75,14.26,8.73,4.14,0.0
20150106:1800,563.34,667.45,21.85,11.01,4.21,0.0
20150106:1900,699.85,832.04,27.17,11.53,5.31,0.0
20150106:2000,762.79,921.95,29.61,12.91,4.97,0.0
20150106:2100,761.97,929.59,28.81,14.12,4.62,0.0
20150106:2200,697.3,848.85,24.88,15.0,4.48,0.0
20150106:2300,565.92,682.78,18.37,15.36,4.34,0.0
20150107:0000,353.19,427.93,10.06,15.05,3.79,0.0
20150107:0100,0.0,0.0,0.0,13.89,3.52,0.0
20150107:0200,0.0,0.0,0.0,12.49,3.66,0.0
20150107:0300,0.0,0.0,0.0,11.38,3.52,0.0
20150107:0400,0.0,0.0,0.0,10.38,3.38,0.0
20150107:0500,0.0,0.0,0.0,9.64,3.38,0.0
20150107:0600,0.0,0.0,0.0,9.11,3.45,0.0
20150107:0700,0.0,0.0,0.0,8.63,2.83,0.0
20150107:0800,0.0,0.0,0.0,8.4,3.1,0.0
20150107:0900,0.0,0.0,0.0,8.21,3.38,0.0
20150107:1000,0.0,0.0,0.0,8.07,3.59,0.0
20150107:1100,0.0,0.0,0.0,7.99,3.72,0.0
20150107:1200,0.0,0.0,0.0,8.03,4.0,0.0
20150107:1300,0.0,0.0,0.0,8.09,4.34,0.0
20150107:1400,0.0,0.0,0.0,8.03,4.48,0.0
20150107:1500,0.0,0.0,0.0,8.15,4.34,0.0
20150107:1600,115.95,163.24,5.05,8.17,4.07,0.0
20150107:1700,375.15,448.32,14.3,9.85,3.93,0.0
20150107:1800,567.64,679.18,21.91,12.59,4.0,0.0
20150107:1900,698.63,844.48,27.26,13.22,4.34,0.0
20150107:2000,763.42,932.63,29.73,14.79,4.9,0.0
20150107:2100,761.59,938.48,28.94,16.0,4.62,0.0
20150107:2200,697.67,858.37,25.04,16.77,4.34,0.0
20150107:2300,567.95,691.41,18.52,16.91,4.21,0.0
20150108:0000,357.94,435.52,10.22,16.34,4.14,0.0
20150108:0100,0.0,0.0,0.0,14.97,3.93,0.0
20150108:0200,0.0,0.0,0.0,13.42,3.66,0.0
20150108:0300,0.0,0.0,0.0,12.06,3.17,0.0
20150108:0400,0.0,0.0,0.0,10.94,3.1,0.0
20150108:0500,0.0,0.0,0.0,10.14,2.97,0.0
20150108:0600,0.0,0.0,0.0,9.56,2.76,0.0
20150108:0700,0.0,0.0,0.0,8.65,1.72,0.0
20150108:0800,0.0,0.0,0.0,8.02,1.86,0.0
20150108:0900,0.0,0.0,0.0,7.73,2.34,0.0
20150108:1000,0.0,0.0,0.0,7.46,2.41,0.0
20150108:1100,0.0,0.0,0.0,7.59,2.34,0.0
20150108:1200,0.0,0.0,0.0,7.35,2.34,0.0
20150108:1300,0.0,0.0,0.0,7.14,2.69,0.0
20150108:1400,0.0,0.0,0.0,7.04,2.69,0.0
20150108:1500,0.0,0.0,0.0,7.01,0.9,0.0
20150108:1600,5.17,15.66,5.07,7.19,0.69,0.0
20150108:1700,121.09,156.62,14.34,8.81,0.69,0.0
20150108:1800,116.0,151.25,21.98,10.41,1.45,0.0
20150108:1900,280.69,341.9,27.36,13.26,2.21,0.0
20150108:2000,439.81,532.91,29.85,14.36,2.62,0.0
20150108:2100,317.11,386.26,29.09,14.84,2.76,0.0
20150108:2200,103.87,140.16,25.19,15.3,2.62,0.0
20150108:2300,125.3,163.91,18.68,15.14,3.03,0.0
20150109:0000,20.67,38.7,10.38,14.98,3.03,0.0
20150109:0100,0.0,0.0,0.0,14.03,2.28,0.0
20150109:0200,0.0,0.0,0.0,12.57,1.38,0.0
20150109:0300,0.0,0.0,0.0,11.6,1.1,0.0
20150109:0400,0.0,0.0,0.0,10.72,1.38,0.0
20150109:0500,0.0,0.0,0.0,10.26,1.38,0.0
20150109:0600,0.0,0.0,0.0,9.97,1.31,0.0
20150109:0700,0.0,0.0,0.0,11.08,0.34,0.0
20150109:0800,0.0,0.0,0.0,10.91,0.34,0.0
20150109:0900,0.0,0.0,0.0,10.71,0.69,0.0
20150109:1000,0.0,0.0,0.0,10.64,0.69,0.0
20150109:1100,0.0,0.0,0.0,9.28,1.52,0.0
20150109:1200,0.0,0.0,0.0,9.25,1.45,0.0
20150109:1300,0.0,0.0,0.0,10.54,0.48,0.0
20150109:1400,0.0,0.0,0.0,10.62,0.76,0.0
20150109:1500,0.0,0.0,0.0,10.69,0.41,0.0
20150109:1600,17.81,35.06,5.1,10.75,0.21,0.0
20150109:1700,74.13,103.61,14.39,11.06,0.41,0.0
20150109:1800,161.52,204.84,22.06,12.19,0.69,0.0
20150109:1900,403.98,492.41,27.47,13.2,1.1,0.0
20150109:2000,615.78,783.92,29.98,14.04,0.28,0.0
20150109:2100,709.47,923.94,29.24,14.61,0.34,0.0
20150109:2200,206.17,259.9,25.36,15.14,0.48,0.0
20150109:2300,73.02,104.13,18.85,15.41,0.9,0.0
20150110:0000,7.77,20.27,10.55,14.93,1.93,0.0
20150110:0100,0.0,0.0,0.0,13.87,1.72,0.0
20150110:0200,0.0,0.0,0.0,12.72,1.03,0.0
20150110:0300,0.0,0.0,0.0,12.53,0.69,0.0
20150110:0400,0.0,0.0,0.0,12.08,0.62,0.0
20150110:0500,0.0,0.0,0.0,11.62,0.83,0.0
20150110:0600,0.0,0.0,0.0,11.14,0.97,0.0
20150110:0700,0.0,0.0,0.0,9.58,1.59,0.0
20150110:0800,0.0,0.0,0.0,9.5,1.52,0.0
20150110:0900,0.0,0.0,0.0,10.08,1.24,0.0
20150110:1000,0.0,0.0,0.0,9.8,1.17,0.0
20150110:1100,0.0,0.0,0.0,9.92,0.41,0.0
20150110:1200,0.0,0.0,0.0,9.67,0.62,0.0
20150110:1300,0.0,0.0,0.0,9.4,0.55,0.0
20150110:1400,0.0,0.0,0.0,9.01,0.21,0.0
20150110:1500,0.0,0.0,0.0,8.57,0.21,0.0
20150110:1600,5.13,15.66,5.14,8.38,0.69,0.0
20150110:1700,58.52,84.4,14.45,9.1,0.97,0.0
20150110:1800,147.64,187.42,22.14,10.45,0.9,0.0
20150110:1900,501.69,611.01,27.58,12.45,1.38,0.0
20150110:2000,234.26,291.24,30.12,13.19,0.48,0.0
20150110:2100,455.78,561.74,29.4,13.7,0.69,0.0
20150110:2200,506.82,622.35,25.53,14.02,1.31,0.0
20150110:2300,551.61,678.04,19.02,13.95,1.52,0.0
20150111:0000,352.21,428.96,10.73,13.68,1.66,0.0
20150111:0100,0.0,0.0,0.0,13.02,1.79,0.0
20150111:0200,0.0,0.0,0.0,12.26,1.86,0.0
20150111:0300,0.0,0.0,0.0,11.53,1.93,0.0
20150111:0400,0.0,0.0,0.0,10.83,2.0,0.0
20150111:0500,0.0,0.0,0.0,10.12,1.79,0.0
20150111:0600,0.0,0.0,0.0,9.97,1.24,0.0
20150111:0700,0.0,0.0,0.0,11.42,0.55,0.0
20150111:0800,0.0,0.0,0.0,11.25,0.41,0.0
20150111:0900,0.0,0.0,0.0,11.04,0.55,0.0
20150111:1000,0.0,0.0,0.0,10.85,0.48,0.0
20150111:1100,0.0,0.0,0.0,10.66,0.28,0.0
20150111:1200,0.0,0.0,0.0,10.36,0.55,0.0
20150111:1300,0.0,0.0,0.0,10.07,0.76,0.0
20150111:1400,0.0,0.0,0.0,9.38,0.69,0.0
20150111:1500,0.0,0.0,0.0,8.58,0.83,0.0
20150111:1600,4.59,14.74,5.18,8.02,1.31,0.0
20150111:1700,42.56,65.42,14.51,9.56,1.31,0.0
20150111:1800,108.97,143.64,22.23,10.87,1.31,0.0
20150111:1900,181.4,226.95,27.7,10.85,0.62,0.0
20150111:2000,560.48,683.52,30.27,11.68,1.52,0.0
20150111:2100,649.5,809.28,29.57,12.51,1.17,0.0
20150111:2200,559.42,693.58,25.7,13.25,0.83,0.0
20150111:2300,435.44,524.14,19.2,13.64,2.48,0.0
20150112:0000,217.5,267.13,10.9,13.41,3.38,0.0
20150112:0100,1.23,8.66,1.04,12.78,2.97,0.0
20150112:0200,0.0,0.0,0.0,12.11,2.21,0.0
20150112:0300,0.0,0.0,0.0,11.27,2.0,0.0
20150112:0400,0.0,0.0,0.0,10.58,2.48,0.0
20150112:0500,0.0,0.0,0.0,10.13,2.62,0.0
20150112:0600,0.0,0.0,0.0,9.23,1.86,0.0
20150112:0700,0.0,0.0,0.0,10.73,0.9,0.0
20150112:0800,0.0,0.0,0.0,10.22,0.97,0.0
20150112:0900,0.0,0.0,0.0,9.67,0.97,0.0
20150112:1000,0.0,0.0,0.0,9.0,1.03,0.0
20150112:1100,0.0,0.0,0.0,7.86,1.38,0.0
20150112:1200,0.0,0.0,0.0,7.84,1.79,0.0
20150112:1300,0.0,0.0,0.0,8.03,1.93,0.0
20150112:1400,0.0,0.0,0.0,8.32,2.28,0.0
20150112:1500,0.0,0.0,0.0,8.27,2.0,0.0
20150112:1600,3.51,12.9,5.23,8.11,1.93,0.0
20150112:1700,56.67,82.01,14.58,8.72,1.79,0.0
20150112:1800,229.13,277.85,22.33,9.39,1.66,0.0
20150112:1900,340.84,409.41,27.82,10.46,1.38,0.0
20150112:2000,552.72,676.16,30.42,11.69,1.24,0.0
20150112:2100,727.18,919.13,29.74,13.0,1.31,0.0
20150112:2200,681.21,845.25,25.88,13.94,2.14,0.0
20150112:2300,565.21,686.12,19.38,14.32,2.9,0.0
20150113:0000,363.67,440.15,11.09,14.26,2.97,0.0
20150113:0100,1.63,9.52,1.22,13.63,2.48,0.0
20150113:0200,0.0,0.0,0.0,12.9,2.28,0.0
20150113:0300,0.0,0.0,0.0,11.98,2.07,0.0
20150113:0400,0.0,0.0,0.0,10.87,1.72,0.0
20150113:0500,0.0,0.0,0.0,10.51,1.45,0.0
20150113:0600,0.0,0.0,0.0,10.42,1.31,0.0
20150113:0700,0.0,0.0,0.0,10.55,1.24,0.0
20150113:0800,0.0,0.0,0.0,9.51,1.66,0.0
20150113:0900,0.0,0.0,0.0,8.53,2.0,0.0
20150113:1000,0.0,0.0,0.0,8.36,2.0,0.0
20150113:1100,0.0,0.0,0.0,8.5,2.0,0.0
20150113:1200,0.0,0.0,0.0,8.47,1.93,0.0
20150113:1300,0.0,0.0,0.0,8.07,1.52,0.0
20150113:1400,0.0,0.0,0.0,8.1,1.52,0.0
20150113:1500,0.0,0.0,0.0,8.22,1.79,0.0
20150113:1600,111.18,158.6,5.28,8.23,2.07,0.0
20150113:1700,368.47,442.98,14.66,9.01,2.28,0.0
20150113:1800,565.44,680.45,22.43,10.95,2.41,0.0
20150113:1900,697.8,852.85,27.96,12.23,2.83,0.0
20150113:2000,767.95,950.47,30.58,13.65,3.24,0.0
20150113:2100,774.0,961.73,29.92,14.72,3.45,0.0
20150113:2200,717.73,886.97,26.07,15.45,3.52,0.0
20150113:2300,595.53,726.55,19.57,15.82,3.59,0.0
20150114:0000,389.45,473.9,11.27,15.56,3.1,0.0
20150114:0100,2.04,10.39,1.4,14.42,2.41,0.0
20150114:0200,0.0,0.0,0.0,12.6,1.93,0.0
20150114:0300,0.0,0.0,0.0,11.09,1.66,0.0
20150114:0400,0.0,0.0,0.0,10.11,1.72,0.0
20150114:0500,0.0,0.0,0.0,8.95,1.86,0.0
20150114:0600,0.0,0.0,0.0,8.06,1.86,0.0
20150114:0700,0.0,0.0,0.0,9.89,1.17,0.0
20150114:0800,0.0,0.0,0.0,8.8,1.38,0.0
20150114:0900,0.0,0.0,0.0,7.11,1.86,0.0
20150114:1000,0.0,0.0,0.0,6.32,2.07,0.0
20150114:1100,0.0,0.0,0.0,5.89,2.21,0.0
20150114:1200,0.0,0.0,0.0,5.62,2.48,0.0
20150114:1300,0.0,0.0,0.0,5.9,2.9,0.0
20150114:1400,0.0,0.0,0.0,5.89,3.17,0.0
20150114:1500,0.0,0.0,0.0,6.03,3.17,0.0
20150114:1600,113.66,160.03,5.34,5.77,2.69,0.0
20150114:1700,375.05,444.49,14.74,6.83,2.97,0.0
20150114:1800,572.73,675.33,22.54,8.58,3.38,0.0
20150114:1900,704.41,843.81,28.1,10.74,4.0,0.0
20150114:2000,768.59,937.38,30.75,12.06,3.72,0.0
20150114:2100,769.8,947.95,30.1,13.22,3.45,0.0
20150114:2200,711.76,874.05,26.26,14.01,3.31,0.0
20150114:2300,451.05,541.7,19.76,14.39,3.38,0.0
20150115:0000,269.91,329.17,11.46,14.19,2.83,0.0
20150115:0100,3.44,12.98,1.58,13.3,2.21,0.0
20150115:0200,0.0,0.0,0.0,11.82,2.21,0.0
20150115:0300,0.0,0.0,0.0,10.28,1.79,0.0
20150115:0400,0.0,0.0,0.0,9.23,1.59,0.0
20150115:0500,0.0,0.0,0.0,8.72,1.52,0.0
20150115:0600,0.0,0.0,0.0,8.31,1.52,0.0
20150115:0700,0.0,0.0,0.0,8.13,1.45,0.0
20150115:0800,0.0,0.0,0.0,7.35,2.34,0.0
20150115:0900,0.0,0.0,0.0,7.06,2.41,0.0
20150115:1000,0.0,0.0,0.0,6.96,2.34,0.0
20150115:1100,0.0,0.0,0.0,6.47,2.28,0.0
20150115:1200,0.0,0.0,0.0,6.06,1.72,0.0
20150115:1300,0.0,0.0,0.0,5.53,1.72,0.0
20150115:1400,0.0,0.0,0.0,5.27,1.66,0.0
20150115:1500,0.0,0.0,0.0,5.04,1.79,0.0
20150115:1600,29.8,51.07,5.41,5.61,1.93,0.0
20150115:1700,79.67,108.06,14.83,7.03,1.72,0.0
20150115:1800,247.29,296.79,22.66,8.29,1.86,0.0
20150115:1900,395.38,469.34,28.24,10.37,2.76,0.0
20150115:2000,757.78,928.32,30.92,11.95,3.17,0.0
20150115:2100,556.86,674.88,30.29,13.05,2.62,0.0
20150115:2200,518.19,630.61,26.46,13.72,2.07,0.0
20150115:2300,102.42,137.43,19.96,14.02,2.07,0.0
20150116:0000,82.05,113.27,11.66,13.95,1.66,0.0
20150116:0100,1.22,8.66,1.76,13.27,0.83,0.0
20150116:0200,0.0,0.0,0.0,11.92,1.03,0.0
20150116:0300,0.0,0.0,0.0,10.75,1.24,0.0
20150116:0400,0.0,0.0,0.0,10.94,0.76,0.0
20150116:0500,0.0,0.0,0.0,10.86,0.76,0.0
20150116:0600,0.0,0.0,0.0,10.65,0.69,0.0
20150116:0700,0.0,0.0,0.0,10.17,1.1,0.0
20150116:0800,0.0,0.0,0.0,9.53,1.38,0.0
20150116:0900,0.0,0.0,0.0,9.41,1.31,0.0
20150116:1000,0.0,0.0,0.0,10.41,0.76,0.0
20150116:1100,0.0,0.0,0.0,10.28,0.97,0.0
20150116:1200,0.0,0.0,0.0,9.51,1.24,0.0
20150116:1300,0.0,0.0,0.0,9.99,1.1,0.0
20150116:1400,0.0,0.0,0.0,7.78,1.79,0.0
20150116:1500,0.0,0.0,0.0,8.6,2.0,0.0
20150116:1600,14.44,29.49,5.48,9.06,2.0,0.0
20150116:1700,31.94,52.52,14.93,10.58,2.21,0.0
20150116:1800,20.3,37.78,22.78,11.98,2.55,0.0
20150116:1900,131.78,170.55,28.4,12.53,2.83,0.0
20150116:2000,222.07,274.99,31.1,13.24,2.07,0.0
20150116:2100,249.59,308.03,30.49,13.54,1.38,0.0
20150116:2200,240.29,296.98,26.67,13.64,1.17,0.0
20150116:2300,50.76,76.48,20.16,13.4,1.1,0.0
20150117:0000,79.48,110.02,11.85,13.28,1.52,0.0
20150117:0100,1.23,8.66,1.95,12.97,1.86,0.0
20150117:0200,0.0,0.0,0.0,12.61,1.93,0.0
20150117:0300,0.0,0.0,0.0,12.35,1.72,0.0
20150117:0400,0.0,0.0,0.0,12.04,1.93,0.0
20150117:0500,0.0,0.0,0.0,11.74,2.14,0.0
20150117:0600,0.0,0.0,0.0,11.43,2.41,0.0
20150117:0700,0.0,0.0,0.0,11.37,2.76,0.0
20150117:0800,0.0,0.0,0.0,11.18,2.69,0.0
20150117:0900,0.0,0.0,0.0,10.98,3.03,0.0
20150117:1000,0.0,0.0,0.0,10.69,2.97,0.0
20150117:1100,0.0,0.0,0.0,10.24,2.41,0.0
20150117:1200,0.0,0.0,0.0,9.76,2.21,0.0
20150117:1300,0.0,0.0,0.0,9.42,2.34,0.0
20150117:1400,0.0,0.0,0.0,9.27,2.34,0.0
20150117:1500,0.0,0.0,0.0,9.56,2.21,0.0
20150117:1600,36.64,61.34,5.56,9.59,2.21,0.0
20150117:1700,344.5,418.2,15.03,10.95,2.28,0.0
20150117:1800,530.56,642.42,22.91,12.42,2.14,0.0
20150117:1900,587.24,712.3,28.56,12.51,2.41,0.0
20150117:2000,728.03,903.88,31.29,13.38,2.41,0.0
20150117:2100,732.45,916.58,30.7,14.3,2.28,0.0
20150117:2200,679.78,846.23,26.87,14.82,2.21,0.0
20150117:2300,357.0,433.62,20.36,15.04,2.21,0.0
20150118:0000,39.98,63.58,12.06,14.92,1.86,0.0
20150118:0100,0.82,7.79,2.14,14.51,1.59,0.0
20150118:0200,0.0,0.0,0.0,14.03,1.38,0.0
20150118:0300,0.0,0.0,0.0,13.67,1.45,0.0
20150118:0400,0.0,0.0,0.0,13.45,1.72,0.0
20150118:0500,0.0,0.0,0.0,13.13,1.72,0.0
20150118:0600,0.0,0.0,0.0,12.95,1.31,0.0
20150118:0700,0.0,0.0,0.0,11.94,0.97,0.0
20150118:0800,0.0,0.0,0.0,11.66,1.1,0.0
20150118:0900,0.0,0.0,0.0,11.71,1.1,0.0
20150118:1000,0.0,0.0,0.0,11.63,1.38,0.0
20150118:1100,0.0,0.0,0.0,11.44,1.52,0.0
20150118:1200,0.0,0.0,0.0,10.92,1.03,0.0
20150118:1300,0.0,0.0,0.0,10.53,1.24,0.0
20150118:1400,0.0,0.0,0.0,10.11,1.38,0.0
20150118:1500,0.0,0.0,0.0,9.98,1.45,0.0
20150118:1600,1.53,9.21,5.64,10.16,1.52,0.0
20150118:1700,22.38,40.54,15.14,11.98,1.59,0.0
20150118:1800,66.08,94.91,23.05,13.57,1.86,0.0
20150118:1900,302.63,370.21,28.72,13.6,1.38,0.0
20150118:2000,216.79,271.09,31.48,14.25,1.31,0.0
20150118:2100,261.59,322.55,30.91,14.71,2.14,0.0
20150118:2200,682.6,847.26,27.09,14.93,2.48,0.0
20150118:2300,567.08,692.98,20.57,14.95,2.55,0.0
20150119:0000,370.28,450.06,12.26,14.89,2.55,0.0
20150119:0100,8.11,20.77,2.34,14.46,2.07,0.0
20150119:0200,0.0,0.0,0.0,13.84,1.79,0.0
20150119:0300,0.0,0.0,0.0,13.52,1.72,0.0
20150119:0400,0.0,0.0,0.0,13.11,1.72,0.0
20150119:0500,0.0,0.0,0.0,12.58,1.66,0.0
20150119:0600,0.0,0.0,0.0,12.07,1.38,0.0
20150119:0700,0.0,0.0,0.0,13.97,0.62,0.0
20150119:0800,0.0,0.0,0.0,12.91,1.52,0.0
